Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
CB1 3PG,Yes,52.194018,0.140073,546374,257245,TL463572,"Coleridge","Cambridge, unparished area",2005-09-01,,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3PH,Yes,52.195122,0.147865,546903,257384,TL469573,"Coleridge","Cambridge, unparished area",1980-01-01,,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3PJ,Yes,52.194718,0.147087,546851,257337,TL468573,"Coleridge","Cambridge, unparished area",1980-01-01,,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3PL,Yes,52.194148,0.145801,546765,257271,TL467572,"Coleridge","Cambridge, unparished area",1980-01-01,,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3PN,Yes,52.192375,0.146857,546843,257076,TL468570,"Coleridge","Cambridge, unparished area",1980-01-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3PP,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-03-01,2009-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3PQ,Yes,52.194591,0.145178,546721,257319,TL467573,"Coleridge","Cambridge, unparished area",1983-01-01,,19,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3PR,Yes,52.189734,0.145252,546742,256779,TL467567,"Coleridge","Cambridge, unparished area",1980-01-01,,16,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3PS,Yes,52.193837,0.148537,546953,257242,TL469572,"Coleridge","Cambridge, unparished area",1980-01-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3PT,Yes,52.194355,0.15121,547134,257305,TL471573,"Coleridge","Cambridge, unparished area",1980-01-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3PU,Yes,52.195904,0.152075,547188,257479,TL471574,"Romsey","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017999
CB1 3PW,Yes,52.189032,0.145745,546778,256702,TL467567,"Coleridge","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3PX,Yes,52.196078,0.151381,547140,257497,TL471574,"Romsey","Cambridge, unparished area",1980-01-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01018001
CB1 3PY,Yes,52.195681,0.150016,547048,257450,TL470574,"Romsey","Cambridge, unparished area",1980-01-01,,16,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01018001
CB1 3PZ,Yes,52.196271,0.149195,546990,257514,TL469575,"Romsey","Cambridge, unparished area",1980-01-01,,16,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01018001
CB1 3QA,Yes,52.196323,0.149783,547030,257521,TL470575,"Romsey","Cambridge, unparished area",1980-01-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01018001
CB1 3QB,Yes,52.196156,0.150595,547086,257504,TL470575,"Romsey","Cambridge, unparished area",1980-01-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01018001
CB1 3QD,Yes,52.194301,0.149759,547035,257296,TL470572,"Coleridge","Cambridge, unparished area",1980-01-01,,16,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3QE,Yes,52.195882,0.140953,546428,257454,TL464574,"Romsey","Cambridge, unparished area",1984-10-01,,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01018001
CB1 3QF,Yes,52.196503,0.141363,546454,257524,TL464575,"Romsey","Cambridge, unparished area",1984-10-01,,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01018001
CB1 3QG,Yes,52.194524,0.141429,546465,257304,TL464573,"Coleridge","Cambridge, unparished area",2003-11-01,,19,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3QH,No,52.194501,0.140711,546416,257300,TL464573,"Coleridge","Cambridge, unparished area",1993-08-01,2002-12-01,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3QJ,Yes,52.195487,0.144358,546662,257417,TL466574,"Romsey","Cambridge, unparished area",1980-01-01,,19,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01018001
CB1 3QL,Yes,52.195799,0.144519,546672,257452,TL466574,"Romsey","Cambridge, unparished area",1980-01-01,,19,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01018001
CB1 3QN,Yes,52.193371,0.141564,546478,257176,TL464571,"Coleridge","Cambridge, unparished area",1980-01-01,,21,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3QP,Yes,52.194486,0.142554,546542,257302,TL465573,"Coleridge","Cambridge, unparished area",1980-01-01,,20,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3QQ,Yes,52.194924,0.144155,546650,257354,TL466573,"Coleridge","Cambridge, unparished area",1983-01-01,,19,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3QR,Yes,52.190784,0.139903,546373,256885,TL463568,"Coleridge","Cambridge, unparished area",1980-01-01,,20,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3QS,No,52.191134,0.139949,546375,256924,TL463569,"Coleridge","Cambridge, unparished area",1980-01-01,2005-05-01,20,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3QT,Yes,52.190095,0.140207,546396,256809,TL463568,"Coleridge","Cambridge, unparished area",1980-01-01,,22,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3QU,Yes,52.189934,0.141165,546462,256793,TL464567,"Coleridge","Cambridge, unparished area",1980-01-01,,20,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3QW,Yes,52.193685,0.144037,546646,257216,TL466572,"Coleridge","Cambridge, unparished area",1980-01-01,,20,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3QX,Yes,52.1908,0.142991,546584,256893,TL465568,"Coleridge","Cambridge, unparished area",1980-01-01,,20,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3QY,Yes,52.191396,0.143342,546606,256960,TL466569,"Coleridge","Cambridge, unparished area",1980-01-01,,19,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3QZ,Yes,52.190118,0.142915,546581,256817,TL465568,"Coleridge","Cambridge, unparished area",1980-01-01,,19,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3RA,Yes,52.189909,0.144499,546690,256797,TL466567,"Coleridge","Cambridge, unparished area",1980-01-01,,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3RB,Yes,52.194349,0.144142,546651,257290,TL466572,"Coleridge","Cambridge, unparished area",1985-10-01,,20,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3RD,Yes,52.194357,0.140251,546385,257283,TL463572,"Coleridge","Cambridge, unparished area",2006-05-01,,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3RE,Yes,52.194749,0.139933,546362,257326,TL463573,"Coleridge","Cambridge, unparished area",2005-04-01,,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3RF,Yes,52.195087,0.140125,546374,257364,TL463573,"Coleridge","Cambridge, unparished area",2005-04-01,,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3RG,Yes,52.193545,0.171889,548550,257257,TL485572,"Cherry Hinton","Cambridge, unparished area",1995-12-01,,21,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017962
CB1 3RH,Yes,52.192753,0.14983,547045,257124,TL470571,"Coleridge","Cambridge, unparished area",1980-01-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3RJ,Yes,52.192753,0.151776,547178,257128,TL471571,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3RL,Yes,52.192488,0.148545,546958,257092,TL469570,"Coleridge","Cambridge, unparished area",1980-01-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3RN,Yes,52.19156,0.148661,546969,256989,TL469569,"Coleridge","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3RP,Yes,52.191596,0.147697,546903,256991,TL469569,"Coleridge","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3RQ,Yes,52.195381,0.140271,546383,257397,TL463573,"Coleridge","Cambridge, unparished area",2005-04-01,,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3RR,Yes,52.190559,0.154275,547356,256889,TL473568,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017968
CB1 3RS,Yes,52.19208,0.151685,547174,257053,TL471570,"Coleridge","Cambridge, unparished area",1980-01-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017968
CB1 3RT,Yes,52.188326,0.153435,547306,256639,TL473566,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017968
CB1 3RU,Yes,52.187268,0.153031,547282,256521,TL472565,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017968
CB1 3RW,Yes,52.190578,0.147297,546879,256877,TL468568,"Coleridge","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3RX,Yes,52.188408,0.152854,547266,256647,TL472566,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017968
CB1 3RY,Yes,52.190194,0.151097,547140,256842,TL471568,"Coleridge","Cambridge, unparished area",1980-01-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3RZ,Yes,52.191263,0.149671,547039,256958,TL470569,"Coleridge","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3SA,Yes,52.190458,0.151417,547161,256872,TL471568,"Coleridge","Cambridge, unparished area",1980-01-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3SB,Yes,52.191183,0.153835,547324,256958,TL473569,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017968
CB1 3SD,Yes,52.190965,0.15169,547178,256929,TL471569,"Coleridge","Cambridge, unparished area",1980-01-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017968
CB1 3SE,Yes,52.191286,0.151866,547189,256965,TL471569,"Coleridge","Cambridge, unparished area",1980-01-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017968
CB1 3SF,Yes,52.190964,0.155187,547417,256936,TL474569,"Coleridge","Cambridge, unparished area",1994-12-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3SG,No,52.189827,0.150494,547100,256800,TL471568,"Coleridge","Cambridge, unparished area",1990-07-01,1991-12-01,10,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017965
CB1 3SH,Yes,52.18795,0.151837,547198,256594,TL471565,"Coleridge","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017968
CB1 3SJ,Yes,52.188823,0.152318,547228,256692,TL472566,"Coleridge","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3SL,Yes,52.188586,0.148561,546972,256658,TL469566,"Coleridge","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017968
CB1 3SN,Yes,52.188683,0.148127,546942,256668,TL469566,"Coleridge","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3SP,Yes,52.189967,0.147735,546911,256810,TL469568,"Coleridge","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3SQ,Yes,52.189237,0.149807,547055,256733,TL470567,"Coleridge","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3SR,Yes,52.189731,0.150855,547125,256790,TL471567,"Coleridge","Cambridge, unparished area",1980-01-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3SS,Yes,52.189685,0.147956,546927,256779,TL469567,"Coleridge","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3ST,Yes,52.191174,0.157494,547574,256964,TL475569,"Coleridge","Cambridge, unparished area",1980-01-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3SU,Yes,52.191024,0.156872,547532,256946,TL475569,"Coleridge","Cambridge, unparished area",1980-01-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3SW,Yes,52.188345,0.149427,547032,256633,TL470566,"Coleridge","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017968
CB1 3SX,Yes,52.188988,0.156071,547484,256718,TL474567,"Coleridge","Cambridge, unparished area",1980-01-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017968
CB1 3SY,Yes,52.189426,0.15817,547626,256771,TL476567,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017969
CB1 3SZ,Yes,52.189647,0.155942,547473,256791,TL474567,"Coleridge","Cambridge, unparished area",1980-01-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017968
CB1 3TA,Yes,52.189802,0.157267,547563,256811,TL475568,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017969
CB1 3TB,Yes,52.190036,0.161214,547832,256845,TL478568,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3TD,Yes,52.190526,0.162452,547915,256902,TL479569,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3TE,Yes,52.189793,0.160748,547801,256817,TL478568,"Coleridge","Cambridge, unparished area",1980-01-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017969
CB1 3TF,Yes,52.189477,0.160777,547804,256782,TL478567,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017969
CB1 3TG,Yes,52.187876,0.159865,547747,256602,TL477566,"Coleridge","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017969
CB1 3TH,Yes,52.187897,0.162119,547901,256609,TL479566,"Cherry Hinton","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017961
CB1 3TJ,Yes,52.187771,0.162611,547935,256596,TL479565,"Cherry Hinton","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017961
CB1 3TL,Yes,52.185734,0.161415,547860,256367,TL478563,"Cherry Hinton","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017961
CB1 3TN,Yes,52.186639,0.162102,547904,256469,TL479564,"Cherry Hinton","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017961
CB1 3TP,Yes,52.189148,0.151251,547154,256726,TL471567,"Coleridge","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017965
CB1 3TQ,Yes,52.188789,0.160539,547790,256705,TL477567,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017969
CB1 3TR,Yes,52.188091,0.15101,547141,256608,TL471566,"Coleridge","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017968
CB1 3TS,Yes,52.193007,0.157554,547572,257168,TL475571,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3TT,Yes,52.192255,0.156873,547528,257083,TL475570,"Coleridge","Cambridge, unparished area",1980-01-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3TU,Yes,52.193423,0.15595,547461,257211,TL474572,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3TW,Yes,52.187313,0.161637,547870,256543,TL478565,"Cherry Hinton","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017961
CB1 3TX,Yes,52.192621,0.157052,547539,257124,TL475571,"Coleridge","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3TY,Yes,52.1934,0.157221,547548,257211,TL475572,"Coleridge","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3TZ,Yes,52.190342,0.165618,548132,256888,TL481568,"Cherry Hinton","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017961
CB1 3UA,Yes,52.189046,0.164223,548041,256741,TL480567,"Cherry Hinton","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017961
CB1 3UB,Yes,52.189576,0.1652,548106,256802,TL481568,"Cherry Hinton","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017961
CB1 3UD,Yes,52.190157,0.163955,548019,256864,TL480568,"Cherry Hinton","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017961
CB1 3UE,Yes,52.189903,0.164528,548059,256837,TL480568,"Cherry Hinton","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017961
CB1 3UF,Yes,52.189027,0.1657,548142,256742,TL481567,"Cherry Hinton","Cambridge, unparished area",1983-03-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017961
CB1 3UG,Yes,52.196438,0.154325,547340,257543,TL473575,"Romsey","Cambridge, unparished area",2002-06-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017999
CB1 3UH,Yes,52.193622,0.157378,547558,257236,TL475572,"Coleridge","Cambridge, unparished area",1984-10-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3UJ,Yes,52.194347,0.157339,547553,257317,TL475573,"Coleridge","Cambridge, unparished area",1991-09-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3UL,Yes,52.194148,0.157609,547572,257295,TL475572,"Coleridge","Cambridge, unparished area",1985-10-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3UN,Yes,52.194427,0.157608,547571,257326,TL475573,"Coleridge","Cambridge, unparished area",1984-10-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3UP,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1990-02-01,2002-03-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3UQ,No,52.193969,0.157103,547538,257274,TL475572,"Coleridge","Cambridge, unparished area",1984-10-01,2008-03-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3UR,Yes,52.203864,0.146547,546784,258353,TL467583,"Romsey","Cambridge, unparished area",2002-11-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017997
CB1 3US,Yes,52.204147,0.147307,546835,258386,TL468583,"Romsey","Cambridge, unparished area",2003-02-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017997
CB1 3UT,No,52.201588,0.147579,546862,258102,TL468581,"Romsey","Cambridge, unparished area",2005-01-01,2005-09-01,15,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017998
CB1 3UU,Yes,52.198994,0.14779,546885,257814,TL468578,"Romsey","Cambridge, unparished area",1991-01-01,,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01018000
CB1 3UW,No,52.201886,0.15292,547226,258146,TL472581,"Romsey","Cambridge, unparished area",2002-05-01,2005-07-01,12,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017997
CB1 3UX,Yes,52.199108,0.147957,546896,257827,TL468578,"Romsey","Cambridge, unparished area",1991-01-01,,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01018000
CB1 3UY,Yes,52.199654,0.148129,546906,257888,TL469578,"Romsey","Cambridge, unparished area",1991-01-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01018000
CB1 3UZ,Yes,52.199413,0.148001,546898,257861,TL468578,"Romsey","Cambridge, unparished area",1991-01-01,,18,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01018000
CB1 3WA,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2001-12-01,2003-06-01,10,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017943
CB1 3WB,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1999-06-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3WD,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2002-09-01,2005-07-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3WE,No,52.195467,0.152873,547244,257432,TL472574,"Romsey","Cambridge, unparished area",1999-06-01,2000-06-01,12,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017999
CB1 3WF,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2001-12-01,2003-11-01,10,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017943
CB1 3WG,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2001-12-01,2008-12-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3WH,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2001-06-01,2012-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3WJ,No,52.200986,0.144081,546625,258028,TL466580,"Romsey","Cambridge, unparished area",2001-12-01,2003-11-01,17,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017998
CB1 3WL,Yes,52.192618,0.139933,546369,257089,TL463570,"Coleridge","Cambridge, unparished area",2000-06-01,,19,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3WN,No,52.192618,0.139933,546369,257089,TL463570,"Coleridge","Cambridge, unparished area",2001-12-01,2002-07-01,19,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017966
CB1 3WP,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2001-12-01,2002-07-01,10,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017943
CB1 3WQ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2000-12-01,2001-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3WR,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2000-12-01,2002-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3WS,No,52.192618,0.139933,546369,257089,TL463570,"Coleridge","Cambridge, unparished area",2000-12-01,2001-07-01,19,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017966
CB1 3WT,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2000-06-01,2002-03-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3WW,No,52.192618,0.139933,546369,257089,TL463570,"Coleridge","Cambridge, unparished area",2002-06-01,2003-04-01,19,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017966
CB1 3WX,Yes,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",2000-12-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB1 3WZ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2002-06-01,2003-05-01,10,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017943
CB1 3XA,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2000-12-01,2003-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3XB,Yes,52.198714,0.149342,546992,257786,TL469577,"Romsey","Cambridge, unparished area",1991-09-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01018000
CB1 3XD,Yes,52.20057,0.149169,546974,257992,TL469579,"Romsey","Cambridge, unparished area",1993-01-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017997
CB1 3XE,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-11-01,2008-12-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3XF,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-12-01,2010-12-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3XG,No,52.198891,0.146541,546800,257800,TL467578,"Romsey","Cambridge, unparished area",1993-01-01,1995-01-01,20,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017998
CB1 3XH,No,52.198891,0.146541,546800,257800,TL467578,"Romsey","Cambridge, unparished area",1993-01-01,1996-06-01,20,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017998
CB1 3XJ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2002-07-01,2006-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3XL,No,52.198891,0.146541,546800,257800,TL467578,"Romsey","Cambridge, unparished area",1993-08-01,1995-07-01,20,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017998
CB1 3XN,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2004-07-01,2006-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3XP,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1994-05-01,2013-04-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
